name1,name2,soundex_ratio,metaphone_ratio,levenshtein_ratio,jaro_winkler_ratio,cosine_similarity,euclidean_similarity,manhattan_similarity,pearson_similarity,label
Om,Oom,1,0.67,0.666666667,0.611111111,0.368628293,0.470872172,0.053750085,0.683973931,y
Om,Omi,1,1,0.666666667,0.911111111,0.771106124,0.596445152,0.086748309,0.885474228,y
Swapnil,Swappnil,1,1,0.875,0.975,0.927932024,0.724820199,0.147763827,0.963961877,y
Swapnil,Swaphnil,1,0.8,0.875,0.975,0.734628558,0.578529198,0.083225773,0.867276889,y
Swapnil,Swapniel,1,1,0.875,0.975,0.742064953,0.581990483,0.082077101,0.871010589,y
Swapnil,Swaapnil,1,1,0.875,0.970833333,0.540963411,0.510683161,0.062544183,0.770405418,y
Akhil,Akheel,1,1,0.666666667,0.875555556,0.62356931,0.53542482,0.069260885,0.811761648,y
Akhil,Akhil,1,1,1,1,0.99999994,1,1,1,y
Akhil,Akeel,1,0.86,0.6,0.786666667,0.518498302,0.504712171,0.062673235,0.759084797,y
Akhil,Akkhil,1,1,0.833333333,0.955555556,0.626556277,0.5364155,0.069806593,0.813249612,y
Madhav,Maadhav,1,1,0.857142857,0.917460317,0.583822072,0.522920807,0.064586052,0.791930247,y
Madhav,Madhaav,1,1,0.857142857,0.971428571,0.807031333,0.616812337,0.09531478,0.903480125,y
Madhav,Mdhaav,1,1,0.666666667,0.95,0.553735971,0.514208343,0.063929893,0.77684459,y
Madhav,Madhhav,1,1,0.857142857,0.971428571,0.799723268,0.612409989,0.091919071,0.899836072,y
Divyam,Divyaan,1,0.75,0.714285714,0.90952381,0.779071689,0.600700609,0.086198581,0.889450718,n 
Divyam,Diviam,1,0.86,0.833333333,0.922222222,0.650765181,0.54473801,0.071261244,0.825280458,y
Divyam,Divyem,1,1,0.833333333,0.933333333,0.87694788,0.668409441,0.116530307,0.938431499,y
Divyam,Divyyam,1,1,0.857142857,0.971428571,0.79104805,0.607365613,0.090526402,0.895458292,y
Kirti,Keerti,1,1,0.666666667,0.84,0.524532139,0.506288266,0.061238225,0.76225251,y
Kirti,Kireti,1,1,0.833333333,0.961111111,0.749128401,0.585364145,0.084341416,0.874540621,y
Kirti,Krethi,1,0.67,0.5,0.84,0.560937226,0.516239996,0.064518102,0.780508075,y
Kirti,Kirtti,1,1,0.833333333,0.966666667,0.757714391,0.58958386,0.084820908,0.878820282,y
Annanya,Anaanya,1,1,0.857142857,0.879365079,0.608557343,0.530557985,0.06767213,0.804197329,y
Annanya,Aananya,1,0.86,0.857142857,0.864285714,0.561410367,0.516374623,0.064611494,0.780624453,y
Annanya,Ananaay,1,0.86,0.571428571,0.834920635,0.426863492,0.482942146,0.056840048,0.713293254,y
Annanya,Annayna,1,0.86,0.714285714,0.971428571,0.618535936,0.533772419,0.069680426,0.80921151,y
Arunima,Arunimaa,1,1,0.875,0.975,0.959075809,0.777549649,0.185794691,0.979559773,y
Arunima,Arunema,1,1,0.857142857,0.942857143,0.882007122,0.67304552,0.117762973,0.940969818,y
Arunima,Arunimah,1,1,0.875,0.975,0.960530102,0.780663107,0.187670738,0.980269911,y
Arunima,Aroonima,1,1,0.75,0.895238095,0.381645262,0.473468175,0.055410804,0.690524391,y
Niteesh,Nithesh,1,0.67,0.857142857,0.933333333,0.684957862,0.55748242,0.075547563,0.842469071,y
Niteesh,Nitesh,1,1,0.857142857,0.971428571,0.777397871,0.599794949,0.088188404,0.888696966,y
Niteesh,Nitesh,1,1,0.857142857,0.971428571,0.777397871,0.599794949,0.088188404,0.888696966,y
Niteesh,Nitehesh,1,0.86,0.875,0.946428571,0.748233616,0.584931954,0.084461499,0.874112141,y
Nithisha,Nitishaa,1,0.67,0.75,0.908333333,0.65671885,0.546869293,0.074874214,0.828356641,y
Nithisha,Neetisha,1,0.67,0.625,0.75,0.466170162,0.491817098,0.058516029,0.733078754,y
Nithisha,Nithasha,1,1,0.875,0.921428571,0.935457885,0.735681796,0.150133793,0.967728307,y
Nithisha,Niteesha,1,0.67,0.75,0.844444444,0.700368166,0.563659322,0.078439798,0.850180087,y
Sandhya,Sandeeya,1,0.89,0.75,0.921428571,0.728004813,0.57552067,0.07942435,0.863954502,y
Sandhya,Sandhyaa,1,1,0.875,0.975,0.949961424,0.759676388,0.171615819,0.9749759,y
Sandhya,Sandea,1,0.75,0.714285714,0.90952381,0.711846232,0.56845656,0.077406825,0.855870654,y
Sandhya,Sandhyaah,1,1,0.777777778,0.955555556,0.946957231,0.754313954,0.17149587,0.973477257,y
Uttam,Uttamm,1,1,0.833333333,0.966666667,0.884795547,0.675671313,0.118784312,0.942350644,y
Uttam,Utamm,1,1,0.6,0.893333333,0.430667818,0.483773706,0.056816118,0.715195827,y
Uttam,Utttam,1,1,0.833333333,0.961111111,0.526301265,0.506754133,0.062806982,0.762946254,y
Uttam,Uttum,1,1,0.8,0.906666667,0.664173543,0.549588099,0.073238973,0.831904866,y
Vatsalya,Vatslyaa,1,1,0.75,0.975,0.724114835,0.573785204,0.080986554,0.862076768,y
Vatsalya,Vaasalya,0.75,0.89,0.875,0.857142857,0.884020686,0.674936548,0.117659738,0.94200775,y
Vatsalya,Vatsalaya,1,1,0.888888889,0.952777778,0.647195399,0.543476649,0.073078276,0.823576613,y
Vatsalya,Vaatsalya,1,1,0.888888889,0.87037037,0.772200465,0.597021762,0.08715547,0.886091142,y
Aparna,Aaparna,1,0.86,0.857142857,0.857142857,0.663884401,0.549481612,0.070997001,0.831818489,y
Aparna,Aparenna,1,1,0.75,0.95,0.749181628,0.585389839,0.083204495,0.874501842,y
Aparna,Apaarna,1,1,0.857142857,0.927777778,0.860532582,0.654389076,0.108135679,0.930207168,y
Aparna,Aparnaa,1,1,0.857142857,0.971428571,0.960541666,0.78068819,0.185861873,0.980277122,y
Disha,Deesha,1,1,0.666666667,0.84,0.309116989,0.459667536,0.051982911,0.654512014,y
Disha,Dishaa,1,1,0.833333333,0.966666667,0.869442463,0.661815832,0.111905522,0.934699924,y
Disha,Deeshaa,1,1,0.571428571,0.811428571,0.430486321,0.483733897,0.05630604,0.715266327,y
Disha,Dishah,1,1,0.833333333,0.966666667,0.797034085,0.610825834,0.090970017,0.89851503,y
Seema,Seemah,1,1,0.833333333,0.966666667,0.832388818,0.633318631,0.100915789,0.916139639,y
Seema,Seemaa,1,1,0.833333333,0.966666667,0.864444673,0.657599331,0.107263685,0.932130714,y
Seema,Sema,1,1,0.8,0.946666667,0.283171386,0.455092741,0.050268202,0.641153557,y
Seema,Semea,1,1,0.6,0.946666667,0.368577957,0.470862235,0.053001545,0.683943026,y
Suryansh,Suryanshh,1,0.91,0.888888889,0.977777778,0.957386911,0.774032733,0.179265947,0.978726722,y
Suryansh,Surryaansh,1,1,0.8,0.953333333,0.825574517,0.628679269,0.09917653,0.912786886,y
Suryansh,Suryaansh,1,1,0.888888889,0.977777778,0.819478154,0.624660754,0.097756654,0.909732375,y
Suryansh,Surianesh,1,0.89,0.777777778,0.918981481,0.783231378,0.60297794,0.088328108,0.891619466,y
Yashaswi,Yasaswi,1,0.75,0.875,0.970833333,0.719532013,0.57176945,0.077916081,0.859778464,y
Yashaswi,Yashaswee,1,1,0.777777778,0.930555556,0.907465458,0.699204492,0.130228672,0.953739165,y
Yashaswi,Yashaswii,1,1,0.888888889,0.977777778,0.936225712,0.736843848,0.151701399,0.968121347,y
Yashaswi,Yasasvhi,0.75,0.44,0.625,0.908333333,0.767209411,0.594411821,0.085253748,0.883607445,y
Avinash,Aavinaash,1,0.86,0.777777778,0.847619048,0.537364483,0.509707359,0.062073722,0.76866583,y
Avinash,Aavinash,1,0.86,0.875,0.876785714,0.590082049,0.524810991,0.066594084,0.795020508,y
Avinash,Avinahs,1,0.75,0.714285714,0.971428571,0.78249687,0.602573004,0.088121288,0.891239404,y
Avinash,Aaviinaash,1,0.86,0.7,0.824285714,0.514785171,0.503751984,0.060942303,0.757368495,y
Smita,Smitaa,1,1,0.833333333,0.966666667,0.940387964,0.743335103,0.159627566,0.970199086,y
Smita,Smeeta,1,1,0.666666667,0.857777778,0.661640763,0.548658,0.072406984,0.830815852,y
Smita,Smitah,1,1,0.833333333,0.966666667,0.915739298,0.708961625,0.137456106,0.957881507,y
Smita,Smitaa,1,1,0.833333333,0.966666667,0.940387964,0.743335103,0.159627566,0.970199086,y
Subhra,Subrah,1,0.86,0.666666667,0.961111111,0.630656958,0.537788077,0.067949428,0.815235974,y
Subhra,Suvbrah,1,0.75,0.571428571,0.879365079,0.374940336,0.472124073,0.054043696,0.687345439,y
Subhra,Suubhra,1,1,0.857142857,0.961904762,0.773311615,0.597609812,0.087246363,0.886674294,y
Subhra,Subha,0.75,0.86,0.833333333,0.966666667,0.598711789,0.527463346,0.068539567,0.799220894,n
Tuhin,Tuhhin,1,1,0.833333333,0.961111111,0.643991053,0.54235477,0.071418277,0.821891983,y
Tuhin,Touhin,1,1,0.833333333,0.95,0.375901282,0.472315788,0.054438659,0.68792508,y
Tuhin,Thuhin,1,0.67,0.833333333,0.89,0.316620946,0.461024034,0.053119109,0.658054961,y
Tuhin,Tuhinn,1,1,0.833333333,0.966666667,0.896199584,0.686986652,0.124443693,0.948068579,y
Arti,Aarti,1,0.8,0.8,0.94,0.416176766,0.480635897,0.055826692,0.707954505,y
Arti,Artie,1,1,0.8,0.96,0.790296733,0.606937506,0.092188389,0.895117788,y
Arti,Aritii,1,1,0.666666667,0.844444444,0.71724534,0.57077508,0.077965104,0.858573238,y
Arti,Aarati,1,0.8,0.666666667,0.9,0.612645745,0.531865285,0.067999,0.806271084,y
Aakash,Akasha,1,0.8,0.666666667,0.9,0.519839406,0.505060748,0.062723108,0.759856087,y
Aakash,Akash,1,0.8,0.833333333,0.89,0.529847324,0.507693222,0.061078791,0.764889955,y
Aakash,Aakaash,1,1,0.857142857,0.971428571,0.799443722,0.612244432,0.092239609,0.899698003,y
Aakash,Aakashee,1,1,0.75,0.95,0.89676106,0.687569432,0.123406497,0.948372518,y
Ayan,Aayan,1,0.8,0.8,0.865,0.840112269,0.638778872,0.101854323,0.920060266,y
Ayan,Aaayn,1,0.5,0.6,0.805,0.355470181,0.468303436,0.053553203,0.67769085,y
Ayan,Ayaann,1,1,0.666666667,0.922222222,0.584693313,0.523182222,0.064243745,0.79232463,y
Ayan,Ayaann,1,1,0.666666667,0.922222222,0.584693313,0.523182222,0.064243745,0.79232463,y
Aryan,Ariaan,1,0.86,0.666666667,0.857777778,0.350822806,0.467409077,0.053422556,0.675338416,y
Aryan,Aryann,1,1,0.833333333,0.966666667,0.92545253,0.721433936,0.143694059,0.962717904,y
Aryan,Arya,0.75,0.86,0.8,0.96,0.537164986,0.509653476,0.062534232,0.76853099,n
Aryan,Aryanne,1,1,0.714285714,0.942857143,0.889413118,0.680137337,0.12158948,0.94470314,y
Vertika,Vertikaa,1,1,0.875,0.975,0.946562529,0.753626289,0.164346495,0.97325782,y
Vertika,Vvertika,1,1,0.875,0.9625,0.578071356,0.521208748,0.065563406,0.788792122,y
Vertika,Vertkah,1,1,0.714285714,0.942857143,0.825752258,0.62879826,0.098506955,0.912817223,y
Vertika,Verteka,1,1,0.857142857,0.942857143,0.850404918,0.646419588,0.103995735,0.925114131,y
Umme,Ummee,1,1,0.8,0.96,0.934875369,0.734807405,0.152293566,0.967429922,y
Umme,Ummay,1,1,0.6,0.848333333,0.874906898,0.666583946,0.115605629,0.93743434,y
Umme,Umeh,1,1,0.5,0.866666667,0.477034569,0.494386806,0.059340154,0.738483925,y
Umme,Ummea,1,1,0.8,0.96,0.764942825,0.593243343,0.086065302,0.882436571,y
Yukti,Yukthy,1,0.67,0.666666667,0.893333333,0.615821362,0.53288996,0.068670634,0.807817042,y
Yukti,Yukthi,1,0.67,0.833333333,0.966666667,0.709698558,0.567545541,0.07720836,0.854787296,y
Yukti,Ukti,0.75,0.67,0.8,0.933333333,0.415832341,0.480562297,0.055566331,0.707804896,n
Yukti,Yukiti,1,1,0.833333333,0.914444444,0.412034452,0.479753529,0.057190461,0.705882332,y
Vishesh,Visheesh,1,1,0.875,0.975,0.821224451,0.625799598,0.097353007,0.910616061,y
Vishesh,Vishash,1,1,0.857142857,0.942857143,0.807357728,0.617012481,0.096543309,0.903691998,y
Vishesh,Vishash,1,1,0.857142857,0.942857143,0.807357728,0.617012481,0.096543309,0.903691998,y
Vishesh,Visheshh,1,0.86,0.875,0.975,0.912545919,0.705109126,0.133293664,0.956261341,y
Ayushman,Ayushmaan,1,1,0.888888889,0.977777778,0.864270449,0.657454609,0.108810444,0.932131955,y
Ayushman,Aayushman,1,0.89,0.888888889,0.966666667,0.809368193,0.618251256,0.095512852,0.904698476,y
Ayushman,Ayushmann,1,1,0.888888889,0.977777778,0.839524209,0.638355215,0.101881479,0.919768046,y
Ayushman,Aayoushman,1,0.89,0.8,0.94,0.599654019,0.527756299,0.067081345,0.79985221,y
Geeta,Geetaa,1,1,0.833333333,0.966666667,0.918811321,0.712778302,0.139303773,0.959403772,y
Geeta,Gitah,1,1,0.4,0.76,0.53791976,0.50985741,0.063053019,0.768859387,y
Geeta,Gita,1,1,0.6,0.805,0.550894737,0.513415606,0.064074798,0.775247942,y
Geeta,Geetah,1,1,0.833333333,0.966666667,0.856608093,0.651244314,0.106728975,0.928307074,y
Divyanshu,Divyyanshu,1,1,0.9,0.98,0.75910306,0.590279121,0.082991301,0.879509416,y
Divyanshu,Divanshu,1,0.89,0.888888889,0.974074074,0.533656895,0.508709935,0.062611125,0.766746312,y
Divyanshu,Divianhu,0.75,0.67,0.777777778,0.918981481,0.728757501,0.575859157,0.081750177,0.864338479,n
Divyanshu,Divyashu,0.75,0.89,0.888888889,0.977777778,0.804166615,0.615069353,0.093290111,0.902044264,n
Jaswant,Jaaswant,1,1,0.875,0.928571429,0.713339448,0.569093747,0.077580567,0.856593464,y
Jaswant,Jasswant,1,1,0.875,0.970833333,0.715471685,0.570008933,0.078685545,0.857661567,y
Jaswant,Jashwant,1,0.8,0.875,0.970833333,0.714935899,0.569778375,0.078020011,0.857469527,y
Jaswant,Jaswann,0.75,0.89,0.857142857,0.942857143,0.814489841,0.621459851,0.09808619,0.907201444,n
Hemanshu,Heemanshu,1,1,0.888888889,0.97037037,0.681020677,0.555949921,0.073894836,0.840483785,y
Hemanshu,Hemanhu,0.75,0.75,0.875,0.975,0.94554466,0.751870375,0.164457164,0.972774326,y
Hemanshu,Hemmshu,0.75,0.86,0.75,0.908333333,0.848338008,0.644849805,0.103441935,0.924144144,n
Hemanshu,Hemaanshu,1,1,0.888888889,0.977777778,0.721213698,0.572505564,0.077746322,0.860552731,y
Bhoopendra,Bhupendra,1,1,0.8,0.917037037,0.724170685,0.573809931,0.079404515,0.862050835,y
Bhoopendra,Bhupendrra,1,1,0.7,0.893333333,0.578152418,0.521232713,0.065423235,0.789045373,y
Bhoopendra,Bhoopendrah,1,1,0.909090909,0.981818182,0.952701688,0.764779846,0.171059597,0.976362286,y
Bhoopendra,Bhoopendrr,1,1,0.9,0.96,0.783097267,0.602903855,0.090314337,0.891542993,y
Bhawana,Bhavaanaa,0.75,0.75,0.666666667,0.85,0.723849058,0.573667467,0.078624715,0.861864074,n
Bhawana,Bhawnaa,1,0.86,0.714285714,0.971428571,0.919028282,0.713051947,0.134437319,0.959512408,y
Bhawana,Bhawnah,1,0.86,0.714285714,0.90952381,0.855334878,0.650239642,0.10830743,0.927649314,y
Bhawana,Bhaavana,0.75,0.75,0.75,0.869444444,0.703594863,0.564990327,0.076364039,0.851726609,y
Divakar,Divakaar,1,1,0.875,0.975,0.791315079,0.607518049,0.090289545,0.895604367,y
Divakar,Dvvakar,1,1,0.857142857,0.914285714,0.584694028,0.523182434,0.066135802,0.792228473,y
Divakar,Divvakar,1,1,0.875,0.970833333,0.58932817,0.524581881,0.065812173,0.79454245,y
Divakar,Divkar,1,1,0.857142857,0.927777778,0.65730387,0.547080609,0.07137061,0.828551293,y
Dimpal,Dimple,1,1,0.666666667,0.933333333,0.686251879,0.557990022,0.076370046,0.843035502,y
Dimpal,Dimpall,1,1,0.857142857,0.971428571,0.91676563,0.710224375,0.137173799,0.958361571,y
Dimpal,Dhimpal,1,0.89,0.857142857,0.957142857,0.491317391,0.497847978,0.060730146,0.745752259,y
Dimpal,Dimpaa,0.75,0.86,0.833333333,0.933333333,0.593577743,0.52587875,0.066152283,0.796661156,n
Shrestha,Shresthha,1,0.89,0.888888889,0.977777778,0.799810171,0.612461543,0.092667259,0.899874044,y
Shrestha,Shreshta,1,0.5,0.75,0.975,0.712228417,0.568619418,0.077407408,0.856046028,y
Shrestha,Shrestah,1,0.75,0.75,0.975,0.921777248,0.716572675,0.139630159,0.960876992,y
Shrestha,Shreshthaa,1,0.75,0.8,0.935,0.716723442,0.570549218,0.079409782,0.858323297,y
Shivanshi,Shivanishi,1,1,0.9,0.957777778,0.685328305,0.557627577,0.074321972,0.842643783,y
Shivanshi,Shivanji,1,0.75,0.777777778,0.930555556,0.79708755,0.610857215,0.091125997,0.89853321,n
Shivanshi,Shivanxhi,1,0.6,0.888888889,0.955555556,0.902950048,0.694170776,0.125679215,0.951469317,y
Shivanshi,Shivanashi,1,1,0.9,0.98,0.925209463,0.721106722,0.142620605,0.962610176,y
Shubh,Shoobh,1,1,0.666666667,0.857777778,0.525107503,0.506439597,0.061021905,0.762525772,y
Shubh,Shubah,1,0.8,0.833333333,0.966666667,0.707312226,0.566540598,0.078857875,0.853649679,y
Shubh,Subh,1,0.67,0.8,0.94,0.407710642,0.478839243,0.056125326,0.703818984,y
Shubh,Shhubh,1,0.86,0.833333333,0.902222222,0.816927969,0.623014684,0.095127986,0.908481846,y
Shreyash,Shreyyaash,1,1,0.8,0.96,0.92869556,0.725881218,0.149150865,0.964351153,y
Shreyash,Shreaysh,1,0.86,0.75,0.975,0.645047247,0.542723468,0.071523383,0.822473296,y
Shreyash,Shreyashh,1,0.89,0.888888889,0.977777778,0.946786046,0.754015236,0.163941605,0.973435666,y
Shreyash,Shrayesh,1,1,0.75,0.970833333,0.654514909,0.546076184,0.071568129,0.827266321,y
Satyarth,Satyarath,1,1,0.888888889,0.977777778,0.91787076,0.711597902,0.138040891,0.958928837,y
Satyarth,Satayarth,1,1,0.888888889,0.944907407,0.688733399,0.558969079,0.076407414,0.844336713,y
Satyarth,Satyaarth,1,1,0.888888889,0.977777778,0.70935142,0.567398936,0.07853273,0.85466288,y
Satyarth,Satyrath,1,0.89,0.75,0.975,0.736893594,0.579573998,0.079405585,0.868434427,y
Satyam,Satyaam,1,1,0.857142857,0.971428571,0.808131576,0.617487877,0.09602026,0.90406954,y
Satyam,Satyammm,1,1,0.75,0.95,0.848532617,0.644996791,0.104683982,0.9242341,y
Satyam,Satayam,1,1,0.857142857,0.927777778,0.753813982,0.587650291,0.082280969,0.876854686,y
Satyam,Satium,1,0.86,0.666666667,0.844444444,0.565478683,0.517538154,0.064448544,0.782631532,y
Shilpa,Sheilpa,1,1,0.857142857,0.961904762,0.395038784,0.476198472,0.054616206,0.697497446,y
Shilpa,Shilpah,1,1,0.857142857,0.971428571,0.883953571,0.674873017,0.11644804,0.941992421,y
Shilpa,Shilpaa,1,1,0.857142857,0.971428571,0.87699008,0.66844739,0.112535667,0.938500954,y
Shilpa,Shhlpa,1,0.86,0.833333333,0.911111111,0.46310252,0.491101049,0.058500222,0.731536449,y
Shikha,Shikhaa,1,1,0.857142857,0.971428571,0.937939584,0.739476409,0.156838286,0.968975397,y
Shikha,Sikaah,1,0.4,0.5,0.84,0.499448597,0.499862202,0.060922393,0.749754911,y
Shikha,Sikhaa,1,0.67,0.666666667,0.84,0.554278016,0.51436011,0.06380374,0.77721331,y
Shikha,Sikha,1,0.67,0.833333333,0.89,0.517061353,0.504339694,0.060882167,0.758575771,y
Soniya,Soniyaa,1,1,0.857142857,0.971428571,0.963223994,0.786655324,0.191608731,0.981603565,y
Soniya,Soneyaa,1,1,0.714285714,0.894444444,0.539948642,0.510407251,0.063166734,0.770019645,y
Soniya,Soneya,1,1,0.833333333,0.922222222,0.639041126,0.540640639,0.071096574,0.81951096,y
Soniya,Sonniya,1,1,0.857142857,0.966666667,0.832299829,0.633257029,0.099773188,0.916068912,y
Tanay,Tanayy,1,1,0.833333333,0.966666667,0.900405049,0.691416179,0.126262473,0.950154896,y
Tanay,Thnay,1,0.5,0.8,0.88,0.299132437,0.457886152,0.051969432,0.649454521,y
Tanay,Taneye,1,0.8,0.666666667,0.875555556,0.685351074,0.557636473,0.073662306,0.84250958,y
Tanay,Tanaye,1,0.8,0.833333333,0.966666667,0.900065064,0.691052412,0.125138981,0.949963652,y
Sushant,Sushanath,1,0.75,0.777777778,0.955555556,0.83686167,0.636453623,0.104165566,0.918413956,y
Sushant,Sushantt,1,1,0.875,0.975,0.904819608,0.696231567,0.12808016,0.952401002,y
Sushant,Sushanth,1,0.75,0.875,0.975,0.862878203,0.656304566,0.110334587,0.931427868,y
Sushant,Susshanth,1,0.75,0.777777778,0.948148148,0.671625257,0.552363861,0.072854691,0.835835606,y
Ujjwal,Ujwaal,1,1,0.666666667,0.911111111,0.753234267,0.587365328,0.082314156,0.876616206,y
Ujjwal,Ujjal,1,0.86,0.833333333,0.961111111,0.754633486,0.588054271,0.084765923,0.877322138,n
Ujjwal,Ujjwwal,1,1,0.857142857,0.971428571,0.968941271,0.800490441,0.205011638,0.98447796,y
Ujjwal,Ujjvl,0.75,0.75,0.666666667,0.875555556,0.66447854,0.549700608,0.072289383,0.832246386,y
Tanu,Tanuh,1,1,0.8,0.96,0.738722801,0.580423676,0.082165418,0.869234964,y
Tanu,Taanu,1,1,0.8,0.946666667,0.481568456,0.49547513,0.06155268,0.740649722,y
Tanu,Tannu,1,1,0.8,0.953333333,0.784306407,0.603572838,0.090681874,0.892083805,y
Tanu,Tnahu,1,0.8,0.6,0.865,0.317016155,0.461095902,0.051138883,0.65820828,y
Subham,Shoobham,1,0.75,0.625,0.7775,0.514728189,0.503737282,0.060909603,0.75741718,y
Subham,Shubhm,1,0.75,0.666666667,0.84,0.376590848,0.472453555,0.054263065,0.688256047,y
Subham,Subham,1,1,1,1,1,1,1,1,y
Subham,Sbhubam,0.75,0.89,0.571428571,0.907142857,0.279073507,0.454386046,0.050313944,0.639435931,n
Srishti,Srishtee,1,1,0.75,0.921428571,0.882596016,0.673595736,0.117158453,0.941305733,y
Srishti,Srishsti,1,0.89,0.875,0.975,0.906537056,0.698153786,0.130793312,0.953280754,y
Srishti,Sreeshtee,1,1,0.555555556,0.805291005,0.345149457,0.46632619,0.053130301,0.672709194,y
Srishti,Shristee,1,0.5,0.5,0.782142857,0.591484666,0.52523837,0.06762155,0.795805293,y
Suryakant,Suryakantth,1,0.83,0.818181818,0.963636364,0.911249757,0.703577115,0.133169021,0.955666832,y
Suryakant,Suryakanth,1,0.83,0.9,0.98,0.887948155,0.678704135,0.120650816,0.943971773,y
Suryakant,Surayknt,1,0.91,0.666666667,0.944907407,0.689504027,0.559274593,0.074251623,0.844702638,y
Suryakant,Surkakant,0.75,0.83,0.888888889,0.918981481,0.911374569,0.703723921,0.134120655,0.955677944,y
Sudhanshu,Sdhanshu,1,1,0.888888889,0.966666667,0.740547478,0.581276815,0.082215081,0.870254831,y
Sudhanshu,Sudanshu,1,0.89,0.888888889,0.915740741,0.547339559,0.512430643,0.06364731,0.773603806,y
Sudhanshu,Sudhanhu,0.75,0.8,0.888888889,0.977777778,0.794023514,0.609074325,0.091805429,0.896995588,n
Sudhanshu,Suddhanshu,1,1,0.9,0.976666667,0.684291303,0.557221701,0.073405044,0.842131518,y
Shivang,Shivangg,1,1,0.875,0.975,0.919664264,0.713858015,0.136962465,0.959813497,y
Shivang,Shivankh,1,0.89,0.75,0.921428571,0.727937341,0.575490347,0.080964718,0.863970441,y
Shivang,Sheivang,1,1,0.875,0.966666667,0.420559168,0.481576388,0.056367635,0.710263376,y
Shivang,Shiwang,0.75,0.75,0.857142857,0.933333333,0.546496689,0.512198264,0.063957314,0.773352037,y
Shilpi,Shilpee,1,1,0.714285714,0.90952381,0.849289119,0.645569857,0.105798252,0.924664608,y
Shilpi,Shilppi,1,1,0.857142857,0.971428571,0.923152804,0.718370708,0.140804561,0.961576051,y
Shilpi,Shhlpi,1,0.86,0.833333333,0.911111111,0.467535734,0.492137171,0.058993121,0.733761935,y
Shilpi,Shilphy,1,0.67,0.714285714,0.90952381,0.842012465,0.640156997,0.101831711,0.921007389,y
Sourabh,Sourav,1,0.57,0.714285714,0.90952381,0.710687041,0.567964083,0.077697096,0.855219504,n
Sourabh,Souraabh,1,1,0.875,0.975,0.773176432,0.597538126,0.087524173,0.886584007,y
Sourabh,Sourabh,1,1,1,1,1.000000119,1,1,1,y
Sourabh,Suraaabh,1,1,0.625,0.882142857,0.479120821,0.494886426,0.059462355,0.739471347,y
Sonu,Soonu,1,1,0.8,0.946666667,0.498293161,0.499574011,0.059847287,0.749003764,y
Sonu,Soenu,1,1,0.8,0.946666667,0.554569006,0.514441683,0.063082933,0.77707492,y
Sonu,Sounu,1,1,0.8,0.88,0.525793314,0.506620221,0.060057282,0.762786561,y
Sonu,Sonoo,1,1,0.6,0.848333333,0.773702025,0.597817092,0.086961606,0.886747667,y
Shakti,Shaktti,1,1,0.857142857,0.971428571,0.723163784,0.573364312,0.079096144,0.861584606,y
Shakti,Shektti,1,1,0.714285714,0.879365079,0.430494338,0.483735654,0.05617312,0.71523581,y
Shakti,Shktii,0.75,1,0.666666667,0.911111111,0.728061259,0.575545981,0.081155798,0.864033339,y
Shakti,Shakth,1,0.67,0.833333333,0.933333333,0.688787282,0.558990422,0.074790961,0.844389189,y
Satendra,Sathendra,1,0.8,0.888888889,0.974074074,0.604638875,0.529317359,0.066828701,0.802283995,y
Satendra,Sathendera,1,0.8,0.8,0.953333333,0.610305429,0.531115338,0.067388683,0.805118394,y
Satendra,Satendrah,1,1,0.888888889,0.977777778,0.949418128,0.758689305,0.167142088,0.974723707,y
Satendra,Stendra,1,1,0.875,0.9625,0.400334746,0.477295186,0.05658416,0.700092721,y
Shaqib,Shaaqib,1,1,0.857142857,0.966666667,0.798060179,0.611428058,0.091929443,0.899043867,y
Shaqib,Shakib,1,1,0.833333333,0.922222222,0.73591876,0.579123323,0.081787753,0.867995516,y
Shaqib,Shqiab,0.75,1,0.666666667,0.955555556,0.674134851,0.553312126,0.074613359,0.837082448,n
Shaqib,Shaaqiib,1,1,0.75,0.941666667,0.765052915,0.593299861,0.083322798,0.88252915,y
Shalu,Shaloo,1,1,0.666666667,0.893333333,0.721982956,0.572843661,0.077524896,0.860968558,y
Shalu,Shallu,1,1,0.833333333,0.966666667,0.315444887,0.460810415,0.053378673,0.657626526,y
Shalu,Shalloo,1,1,0.571428571,0.874285714,0.217321262,0.44421888,0.048726968,0.60856787,y
Shalu,Shalu,1,1,1,1,1,1,1,1,y
Sudheer,Sudeer,1,0.86,0.857142857,0.966666667,0.725040197,0.574195945,0.079277951,0.862521569,y
Sudheer,Sudheer,1,1,1,1,1.000000238,1,1,1,y
Sudheer,Sudheera,1,1,0.875,0.975,0.841778994,0.639987012,0.102790302,0.920887661,y
Sudheer,Sudheerr,1,1,0.875,0.975,0.814487338,0.621458239,0.096407803,0.907240504,y
Vipul,Vippul,1,1,0.833333333,0.961111111,0.713060737,0.568974569,0.079580211,0.856421914,y
Vipul,Vipull,1,1,0.833333333,0.966666667,0.801794708,0.613643193,0.091665464,0.900820915,y
Vipul,Vipula,1,1,0.833333333,0.966666667,0.673399925,0.553033671,0.074163595,0.836617274,y
Vipul,Vippull,1,1,0.714285714,0.933333333,0.732322693,0.577474105,0.081886439,0.866053327,y
Vipin,Vippin,1,1,0.833333333,0.961111111,0.744235039,0.583017888,0.082981528,0.872053336,y
